pitcher,pt,n,date
663485,FF,7,2026-03-28
663485,FS,3,2026-03-28
663542,FC,2,2026-03-28
663542,FF,7,2026-03-28
663542,SI,12,2026-03-28
663542,ST,12,2026-03-28
663574,FF,17,2026-03-28
663574,SL,2,2026-03-28
663574,SV,6,2026-03-28
663687,CU,6,2026-03-28
663687,FF,10,2026-03-28
663687,SL,3,2026-03-28
663893,CU,8,2026-03-28
663893,FF,3,2026-03-28
663893,SI,11,2026-03-28
663893,SL,1,2026-03-28
663903,FC,9,2026-03-28
663903,FF,1,2026-03-28
663903,SI,43,2026-03-28
663903,SL,12,2026-03-28
663903,ST,9,2026-03-28
663992,FF,5,2026-03-28
663992,SI,4,2026-03-28
663992,ST,12,2026-03-28
664126,FC,5,2026-03-28
664126,FF,4,2026-03-28
664141,SI,2,2026-03-28
664192,CU,8,2026-03-28
664192,FF,4,2026-03-28
664192,SI,13,2026-03-28
664208,CU,3,2026-03-28
664208,FC,6,2026-03-28
664299,CH,14,2026-03-28
664299,CU,7,2026-03-28
664299,FF,33,2026-03-28
664299,SI,4,2026-03-28
664299,ST,16,2026-03-28
664875,FF,2,2026-03-28
664875,SI,10,2026-03-28
664875,ST,11,2026-03-28
665622,FF,6,2026-03-28
665622,SL,4,2026-03-28
665660,FF,12,2026-03-28
665660,SI,6,2026-03-28
665660,SL,8,2026-03-28
666661,CH,3,2026-03-28
666661,FF,16,2026-03-28
666661,SL,3,2026-03-28
666974,FS,2,2026-03-28
666974,SI,5,2026-03-28
666974,ST,1,2026-03-28
667297,CU,6,2026-03-28
667297,SI,1,2026-03-28
667297,SL,4,2026-03-28
668390,FC,3,2026-03-28
668390,FF,8,2026-03-28
668390,FS,1,2026-03-28
668390,SI,3,2026-03-28
668390,SL,4,2026-03-28
668674,CH,1,2026-03-28
668674,FF,8,2026-03-28
668674,SI,2,2026-03-28
668674,SL,1,2026-03-28
668933,FC,15,2026-03-28
668933,SL,4,2026-03-28
668941,CH,4,2026-03-28
668941,FF,1,2026-03-28
668941,SI,7,2026-03-28
668941,ST,5,2026-03-28
668984,CH,3,2026-03-28
668984,FF,9,2026-03-28
668984,SI,4,2026-03-28
668984,ST,7,2026-03-28
669062,CH,5,2026-03-28
669062,FF,4,2026-03-28
669062,SI,6,2026-03-28
669062,SL,5,2026-03-28
669084,CH,6,2026-03-28
669084,CU,2,2026-03-28
669084,FF,1,2026-03-28
669084,SI,9,2026-03-28
669276,CH,4,2026-03-28
669276,FF,5,2026-03-28
669276,SL,9,2026-03-28
669371,FC,1,2026-03-28
669371,FF,7,2026-03-28
669371,ST,3,2026-03-28
669684,CU,1,2026-03-28
669684,FF,1,2026-03-28
669684,SI,6,2026-03-28
669684,SL,6,2026-03-28
669684,ST,1,2026-03-28
669711,FF,10,2026-03-28
669711,SI,10,2026-03-28
669711,SL,2,2026-03-28
669711,ST,5,2026-03-28
670036,FF,9,2026-03-28
670036,SI,1,2026-03-28
670036,ST,4,2026-03-28
670245,CU,5,2026-03-28
670245,FC,2,2026-03-28
670245,FF,19,2026-03-28
670245,FS,1,2026-03-28
670245,SI,16,2026-03-28
670245,ST,8,2026-03-28
670280,CU,7,2026-03-28
670280,FF,5,2026-03-28
670280,FS,8,2026-03-28
671212,FF,19,2026-03-28
671212,FS,10,2026-03-28
671212,SI,12,2026-03-28
671212,SL,26,2026-03-28
671212,ST,8,2026-03-28
671737,CU,14,2026-03-28
671737,FC,14,2026-03-28
671737,FF,37,2026-03-28
671737,FS,27,2026-03-28
671922,FF,20,2026-03-28
671922,FS,7,2026-03-28
671922,ST,1,2026-03-28
672282,CH,5,2026-03-28
672282,CU,9,2026-03-28
672282,FF,41,2026-03-28
672282,SI,3,2026-03-28
672282,SL,37,2026-03-28
672582,CH,2,2026-03-28
672582,SI,13,2026-03-28
672582,SL,2,2026-03-28
674370,CH,1,2026-03-28
674370,FF,4,2026-03-28
674370,SI,4,2026-03-28
674370,ST,7,2026-03-28
676254,SI,11,2026-03-28
676254,SL,4,2026-03-28
676282,CH,15,2026-03-28
676282,CU,13,2026-03-28
676282,FF,42,2026-03-28
676282,SL,21,2026-03-28
676395,CH,8,2026-03-28
676395,FF,5,2026-03-28
676395,SL,5,2026-03-28
676428,CH,1,2026-03-28
676428,SI,7,2026-03-28
676428,ST,4,2026-03-28
676477,CH,1,2026-03-28
676477,SI,5,2026-03-28
676534,CU,1,2026-03-28
676534,FC,7,2026-03-28
676534,SI,2,2026-03-28
676534,ST,2,2026-03-28
676617,SI,7,2026-03-28
676617,SL,2,2026-03-28
676684,FF,1,2026-03-28
676684,SI,1,2026-03-28
676684,SL,2,2026-03-28
676775,FF,1,2026-03-28
676775,FS,6,2026-03-28
676775,SI,2,2026-03-28
676879,CH,4,2026-03-28
676879,CU,6,2026-03-28
676879,FF,1,2026-03-28
676879,SI,18,2026-03-28
676879,SL,4,2026-03-28
677955,CH,5,2026-03-28
677955,FF,4,2026-03-28
677955,SI,7,2026-03-28
677955,SL,7,2026-03-28
677961,FF,3,2026-03-28
677961,SI,2,2026-03-28
677961,SL,4,2026-03-28
677961,ST,1,2026-03-28
678906,CH,4,2026-03-28
678906,CU,2,2026-03-28
678906,FF,10,2026-03-28
678906,SI,7,2026-03-28
678906,ST,16,2026-03-28
679358,FF,4,2026-03-28
679358,FS,15,2026-03-28
679358,SL,2,2026-03-28
680694,CU,15,2026-03-28
680694,FF,7,2026-03-28
680694,SI,28,2026-03-28
680694,SL,33,2026-03-28
680732,CH,3,2026-03-28
680732,CU,17,2026-03-28
680732,FC,1,2026-03-28
680732,FF,42,2026-03-28
680732,SI,11,2026-03-28
680732,SL,17,2026-03-28
680755,CU,1,2026-03-28
680755,SL,3,2026-03-28
681190,CH,6,2026-03-28
681190,CU,19,2026-03-28
681190,FC,21,2026-03-28
681190,FF,28,2026-03-28
681190,SI,12,2026-03-28
681190,SL,5,2026-03-28
681870,FF,11,2026-03-28
681870,SL,9,2026-03-28
681892,CH,2,2026-03-28
681892,FC,4,2026-03-28
681892,SI,5,2026-03-28
681892,ST,2,2026-03-28
681911,FF,7,2026-03-28
681911,SL,5,2026-03-28
682120,CU,7,2026-03-28
682120,FF,2,2026-03-28
682120,SI,3,2026-03-28
682120,SL,7,2026-03-28
682274,SL,3,2026-03-28
682842,SI,7,2026-03-28
682842,SL,7,2026-03-28
682995,CH,8,2026-03-28
682995,FF,3,2026-03-28
682995,FS,1,2026-03-28
682995,SI,1,2026-03-28
682995,SL,11,2026-03-28
683175,FF,11,2026-03-28
683175,ST,12,2026-03-28
686580,FC,3,2026-03-28
686580,FF,2,2026-03-28
686580,ST,6,2026-03-28
686610,CH,2,2026-03-28
686610,CU,9,2026-03-28
686610,FC,6,2026-03-28
686610,FF,15,2026-03-28
686973,CU,6,2026-03-28
686973,FF,5,2026-03-28
686973,SI,1,2026-03-28
686973,SL,2,2026-03-28
687396,FF,6,2026-03-28
687396,FS,1,2026-03-28
687396,SL,7,2026-03-28
687911,FF,10,2026-03-28
687911,SI,1,2026-03-28
687911,ST,6,2026-03-28
688642,FC,6,2026-03-28
688642,FF,8,2026-03-28
688642,FS,4,2026-03-28
688642,SI,4,2026-03-28
688642,SL,6,2026-03-28
688642,ST,2,2026-03-28
689254,FC,5,2026-03-28
689254,ST,4,2026-03-28
689296,CH,3,2026-03-28
689296,FF,9,2026-03-28
689296,SI,2,2026-03-28
689296,ST,8,2026-03-28
690990,CH,15,2026-03-28
690990,CU,8,2026-03-28
690990,FF,34,2026-03-28
690990,SI,7,2026-03-28
690990,ST,11,2026-03-28
691587,CH,10,2026-03-28
691587,CU,9,2026-03-28
691587,FF,43,2026-03-28
691587,SL,18,2026-03-28
691587,ST,13,2026-03-28
691799,CU,4,2026-03-28
691799,FC,2,2026-03-28
691799,FF,11,2026-03-28
691799,SL,9,2026-03-28
693433,CH,5,2026-03-28
693433,FF,59,2026-03-28
693433,SI,10,2026-03-28
693433,SL,5,2026-03-28
693433,ST,4,2026-03-28
693686,CU,1,2026-03-28
693686,FF,3,2026-03-28
693686,SI,4,2026-03-28
693686,SL,8,2026-03-28
694335,FC,6,2026-03-28
694335,SI,10,2026-03-28
694335,ST,4,2026-03-28
694361,CU,2,2026-03-28
694361,FF,9,2026-03-28
694361,SL,2,2026-03-28
694361,ST,2,2026-03-28
694477,CH,2,2026-03-28
694477,FC,29,2026-03-28
694477,FF,18,2026-03-28
694477,SI,19,2026-03-28
694477,SV,6,2026-03-28
695243,FF,9,2026-03-28
695243,SL,9,2026-03-28
699151,FF,1,2026-03-28
700241,CH,21,2026-03-28
700241,CU,5,2026-03-28
700241,FC,15,2026-03-28
700241,FF,18,2026-03-28
700241,SI,21,2026-03-28
700241,SL,8,2026-03-28
700241,ST,8,2026-03-28
700712,CH,7,2026-03-28
700712,FF,12,2026-03-28
700712,SI,18,2026-03-28
700712,ST,11,2026-03-28
701542,CH,1,2026-03-28
701542,CU,1,2026-03-28
701542,FF,39,2026-03-28
701542,SI,28,2026-03-28
701542,ST,14,2026-03-28
701552,FF,5,2026-03-28
701552,SL,13,2026-03-28
455119,FC,1,2026-03-29
455119,FF,1,2026-03-29
455119,ST,1,2026-03-29
500779,CH,19,2026-03-29
500779,CU,8,2026-03-29
500779,FF,29,2026-03-29
500779,SI,18,2026-03-29
500779,SV,4,2026-03-29
519141,CU,4,2026-03-29
519141,FF,13,2026-03-29
571927,CH,23,2026-03-29
571927,CU,12,2026-03-29
571927,SI,39,2026-03-29
571927,SL,7,2026-03-29
571948,CH,5,2026-03-29
571948,SI,10,2026-03-29
571948,ST,2,2026-03-29
572955,CU,11,2026-03-29
572955,FF,2,2026-03-29
595345,FF,3,2026-03-29
595345,SL,12,2026-03-29
596133,CH,7,2026-03-29
596133,FC,1,2026-03-29
596133,FF,14,2026-03-29
607455,SI,1,2026-03-29
607455,SL,2,2026-03-29
607625,CH,9,2026-03-29
607625,CU,14,2026-03-29
607625,FC,9,2026-03-29
607625,FF,14,2026-03-29
607625,SI,12,2026-03-29
607625,SL,11,2026-03-29
607625,ST,7,2026-03-29
607625,SV,1,2026-03-29
621381,FF,1,2026-03-29
621381,SI,1,2026-03-29
621381,SL,2,2026-03-29
622554,FF,7,2026-03-29
622554,FS,2,2026-03-29
622554,SI,4,2026-03-29
622554,ST,6,2026-03-29
622608,CH,5,2026-03-29
622608,CU,5,2026-03-29
622608,FC,6,2026-03-29
622608,FF,18,2026-03-29
622608,SI,7,2026-03-29
622608,SL,2,2026-03-29
623211,CH,4,2026-03-29
623211,FC,1,2026-03-29
623211,FF,3,2026-03-29
623211,SI,6,2026-03-29
623474,CH,1,2026-03-29
623474,FF,1,2026-03-29
623474,SI,2,2026-03-29
623474,SL,1,2026-03-29
623474,ST,3,2026-03-29
640451,FF,3,2026-03-29
640451,FS,5,2026-03-29
640451,SL,2,2026-03-29
640455,CH,1,2026-03-29
640455,FF,8,2026-03-29
640455,SI,6,2026-03-29
640455,ST,14,2026-03-29
641329,CH,4,2026-03-29
641329,FF,4,2026-03-29
641329,SL,2,2026-03-29
641743,CH,17,2026-03-29
641743,FC,12,2026-03-29
641743,FF,32,2026-03-29
641743,SI,15,2026-03-29
641743,SL,1,2026-03-29
641743,ST,15,2026-03-29
641745,FF,5,2026-03-29
641745,SI,6,2026-03-29
641745,SL,1,2026-03-29
641745,ST,4,2026-03-29
641778,CH,11,2026-03-29
641778,CU,8,2026-03-29
641778,FC,10,2026-03-29
641778,FF,52,2026-03-29
641778,SL,6,2026-03-29
641927,CH,23,2026-03-29
641927,CU,1,2026-03-29
641927,FF,16,2026-03-29
641927,SI,3,2026-03-29
641927,SL,6,2026-03-29
641927,ST,7,2026-03-29
641941,FC,3,2026-03-29
641941,FF,9,2026-03-29
642701,CH,2,2026-03-29
642701,FC,1,2026-03-29
642701,FF,7,2026-03-29
642701,SL,3,2026-03-29
647315,FC,2,2026-03-29
647315,SI,19,2026-03-29
647315,SL,4,2026-03-29
650556,FF,12,2026-03-29
650556,SL,2,2026-03-29
656271,CH,2,2026-03-29
656271,FF,14,2026-03-29
656271,SI,3,2026-03-29
656271,SL,8,2026-03-29
656546,FF,4,2026-03-29
656546,FS,2,2026-03-29
656546,SI,1,2026-03-29
656546,SL,3,2026-03-29
656550,CH,4,2026-03-29
656550,CU,2,2026-03-29
656550,FC,2,2026-03-29
656550,FF,21,2026-03-29
656550,SI,3,2026-03-29
656550,SL,44,2026-03-29
656730,CU,4,2026-03-29
656730,FF,11,2026-03-29
656848,CH,2,2026-03-29
656848,FF,7,2026-03-29
656848,SL,2,2026-03-29
657649,CH,1,2026-03-29
657649,FC,1,2026-03-29
657649,FF,2,2026-03-29
657649,SI,9,2026-03-29
663558,CH,9,2026-03-29
663558,CU,2,2026-03-29
663558,FC,3,2026-03-29
663558,FF,11,2026-03-29
663574,FF,16,2026-03-29
663574,SV,11,2026-03-29
663623,CH,8,2026-03-29
663623,CU,20,2026-03-29
663623,FC,10,2026-03-29
663623,FF,23,2026-03-29
663623,SI,20,2026-03-29
663623,ST,12,2026-03-29
663765,FC,11,2026-03-29
663765,FF,1,2026-03-29
663765,FS,2,2026-03-29
663765,SI,7,2026-03-29
663765,ST,1,2026-03-29
663855,SI,1,2026-03-29
663855,ST,2,2026-03-29
663969,CU,2,2026-03-29
663969,FF,1,2026-03-29
663969,FS,5,2026-03-29
663969,SI,3,2026-03-29
663969,ST,11,2026-03-29
663992,FF,6,2026-03-29
663992,SI,12,2026-03-29
663992,ST,8,2026-03-29
664076,SI,6,2026-03-29
664076,SL,8,2026-03-29
664076,ST,9,2026-03-29
664208,CU,7,2026-03-29
664208,FC,12,2026-03-29
664208,SI,1,2026-03-29
664208,ST,3,2026-03-29
664353,CH,4,2026-03-29
664353,CU,2,2026-03-29
664353,FF,2,2026-03-29
664353,SI,3,2026-03-29
664854,FF,13,2026-03-29
664854,SL,7,2026-03-29
664991,CU,1,2026-03-29
664991,FF,3,2026-03-29
664991,SI,10,2026-03-29
664991,SL,1,2026-03-29
664991,ST,4,2026-03-29
666200,CH,18,2026-03-29
666200,FF,26,2026-03-29
666200,SI,17,2026-03-29
666200,ST,38,2026-03-29
666277,CH,4,2026-03-29
666277,FF,3,2026-03-29
666277,SI,2,2026-03-29
666277,SL,3,2026-03-29
666974,FS,3,2026-03-29
666974,SI,5,2026-03-29
666974,SL,1,2026-03-29
667297,CU,5,2026-03-29
667297,SI,1,2026-03-29
667297,SL,3,2026-03-29
667463,CH,5,2026-03-29
667463,FF,2,2026-03-29
667463,SI,2,2026-03-29
667463,SL,3,2026-03-29
667463,ST,2,2026-03-29
668390,FC,4,2026-03-29
668390,FF,3,2026-03-29
668390,FS,2,2026-03-29
668390,SL,2,2026-03-29
668674,CH,1,2026-03-29
668674,FF,5,2026-03-29
668674,SI,3,2026-03-29
668674,SL,3,2026-03-29
669022,CH,5,2026-03-29
669022,CU,16,2026-03-29
669022,FC,12,2026-03-29
669022,FF,35,2026-03-29
669022,SI,9,2026-03-29
669022,SL,13,2026-03-29
669160,CH,8,2026-03-29
669160,CU,7,2026-03-29
669160,FC,5,2026-03-29
669160,FF,16,2026-03-29
669160,SI,7,2026-03-29
669160,ST,18,2026-03-29
669330,CH,11,2026-03-29
669330,CU,1,2026-03-29
669330,FC,5,2026-03-29
669330,FF,8,2026-03-29
669330,SL,2,2026-03-29
669358,CH,3,2026-03-29
669358,CU,27,2026-03-29
669358,FC,19,2026-03-29
669358,FF,28,2026-03-29
669358,SI,1,2026-03-29
669372,CH,12,2026-03-29
669372,FC,6,2026-03-29
669372,FF,3,2026-03-29
669372,SI,16,2026-03-29
669372,SL,8,2026-03-29
669387,CU,15,2026-03-29
669387,FF,33,2026-03-29
669387,FS,17,2026-03-29
669387,SI,17,2026-03-29
669387,SL,3,2026-03-29
669438,CH,10,2026-03-29
669438,CU,1,2026-03-29
669438,FC,6,2026-03-29
669438,FF,6,2026-03-29
669438,SI,1,2026-03-29
669684,CU,4,2026-03-29
669684,FF,4,2026-03-29
669684,SI,2,2026-03-29
669684,SL,6,2026-03-29
669684,ST,1,2026-03-29
669711,FF,2,2026-03-29
669711,SI,9,2026-03-29
669711,ST,4,2026-03-29
670059,CU,3,2026-03-29
670059,SI,16,2026-03-29
670059,ST,16,2026-03-29
670167,CH,4,2026-03-29
670167,FC,3,2026-03-29
670167,FF,5,2026-03-29
670167,SI,6,2026-03-29
670167,ST,5,2026-03-29
670329,CU,2,2026-03-29
670329,FF,6,2026-03-29
670990,CU,3,2026-03-29
670990,FF,6,2026-03-29
670990,SI,5,2026-03-29
670990,ST,8,2026-03-29
672335,CU,4,2026-03-29
672335,FF,3,2026-03-29
672335,SI,1,2026-03-29
672335,SV,3,2026-03-29
673929,FF,12,2026-03-29
673929,SI,1,2026-03-29
673929,SL,13,2026-03-29
676106,CH,5,2026-03-29
676106,FC,5,2026-03-29
676106,FF,51,2026-03-29
676106,SI,11,2026-03-29
676106,ST,25,2026-03-29
676395,CH,3,2026-03-29
676395,FF,8,2026-03-29
676395,SL,3,2026-03-29
676571,CH,5,2026-03-29
676571,FF,1,2026-03-29
676571,SI,2,2026-03-29
676571,ST,6,2026-03-29
676755,CH,2,2026-03-29
676755,FF,10,2026-03-29
676755,SL,1,2026-03-29
676974,CH,14,2026-03-29
676974,FF,16,2026-03-29
676974,SI,8,2026-03-29
676974,SL,24,2026-03-29
676974,ST,19,2026-03-29
677865,CH,6,2026-03-29
677865,FF,2,2026-03-29
677865,SI,13,2026-03-29
677865,ST,8,2026-03-29
677944,CU,27,2026-03-29
677944,FC,22,2026-03-29
677944,FF,34,2026-03-29
677944,SI,8,2026-03-29
677944,ST,2,2026-03-29
679775,CH,1,2026-03-29
679775,SI,10,2026-03-29
679775,ST,10,2026-03-29
680755,CU,5,2026-03-29
680755,FF,3,2026-03-29
680755,SL,14,2026-03-29
680767,CH,6,2026-03-29
680767,FC,1,2026-03-29
680767,FF,3,2026-03-29
680767,SL,1,2026-03-29
681217,FF,2,2026-03-29
681217,FS,4,2026-03-29
681217,SI,3,2026-03-29
681217,ST,5,2026-03-29
681402,CH,1,2026-03-29
681402,FF,4,2026-03-29
681402,SL,4,2026-03-29
681867,CH,15,2026-03-29
681867,FC,10,2026-03-29
681867,SI,13,2026-03-29
681867,ST,6,2026-03-29
681982,CH,2,2026-03-29
681982,FF,9,2026-03-29
681982,SI,12,2026-03-29
681982,ST,8,2026-03-29
682254,CU,7,2026-03-29
682254,FF,9,2026-03-29
682254,SI,2,2026-03-29
682254,SL,2,2026-03-29
682274,FF,7,2026-03-29
682274,FS,9,2026-03-29
682274,SL,4,2026-03-29
682610,CH,2,2026-03-29
682610,FC,5,2026-03-29
682610,FF,13,2026-03-29
682610,SI,6,2026-03-29
682610,SL,21,2026-03-29
684007,CU,2,2026-03-29
684007,FF,31,2026-03-29
684007,FS,28,2026-03-29
684007,SI,7,2026-03-29
684007,ST,14,2026-03-29
685005,FF,1,2026-03-29
685005,SI,2,2026-03-29
686799,CH,28,2026-03-29
686799,FF,15,2026-03-29
686799,SI,32,2026-03-29
686799,SL,19,2026-03-29
687075,CH,8,2026-03-29
687075,CU,11,2026-03-29
687075,FC,19,2026-03-29
687075,SI,32,2026-03-29
687075,ST,16,2026-03-29
687330,CH,1,2026-03-29
687330,SI,6,2026-03-29
687330,ST,3,2026-03-29
687911,FF,11,2026-03-29
687911,SI,3,2026-03-29
687911,ST,4,2026-03-29
688297,FC,10,2026-03-29
688297,FF,10,2026-03-29
688297,SI,9,2026-03-29
688883,CU,10,2026-03-29
688883,FF,20,2026-03-29
688883,SL,8,2026-03-29
689254,FC,3,2026-03-29
689254,ST,2,2026-03-29
690155,CU,6,2026-03-29
690155,FF,14,2026-03-29
690155,SL,10,2026-03-29
690155,ST,1,2026-03-29
690925,FF,4,2026-03-29
690925,SL,2,2026-03-29
690953,CH,12,2026-03-29
690953,CU,5,2026-03-29
690953,FF,42,2026-03-29
690953,SI,3,2026-03-29
690953,SL,12,2026-03-29
690953,ST,7,2026-03-29
690997,CH,12,2026-03-29
690997,CU,12,2026-03-29
690997,FC,5,2026-03-29
690997,FF,17,2026-03-29
690997,SI,24,2026-03-29
690997,ST,14,2026-03-29
691799,CU,5,2026-03-29
691799,FC,1,2026-03-29
691799,FF,14,2026-03-29
691799,SI,1,2026-03-29
691799,SL,3,2026-03-29
691945,CU,18,2026-03-29
691945,FF,17,2026-03-29
691945,SI,3,2026-03-29
691945,SL,5,2026-03-29
694037,FF,8,2026-03-29
694037,FS,4,2026-03-29
694037,SL,4,2026-03-29
695076,CH,13,2026-03-29
695076,FF,25,2026-03-29
695076,SI,24,2026-03-29
695076,SL,24,2026-03-29
696147,CH,5,2026-03-29
696147,SI,8,2026-03-29
696147,SL,21,2026-03-29
800311,FF,37,2026-03-29
800311,FS,10,2026-03-29
800311,SL,9,2026-03-29
805123,CH,8,2026-03-29
805123,FF,9,2026-03-29
805123,ST,6,2026-03-29
806960,CH,9,2026-03-29
806960,FF,28,2026-03-29
806960,SI,13,2026-03-29
806960,SL,14,2026-03-29
806960,ST,7,2026-03-29
813349,CH,20,2026-03-29
813349,CU,14,2026-03-29
813349,FF,37,2026-03-29
813349,SI,5,2026-03-29
813349,SL,17,2026-03-29
813349,ST,3,2026-03-29
837227,CH,1,2026-03-29
837227,CU,3,2026-03-29
837227,FF,37,2026-03-29
837227,FS,7,2026-03-29
837227,SL,26,2026-03-29
434378,CH,8,2026-03-30
434378,CU,14,2026-03-30
434378,FF,34,2026-03-30
434378,SL,22,2026-03-30
434378,ST,2,2026-03-30
518585,FF,1,2026-03-30
518585,FS,10,2026-03-30
542888,FC,1,2026-03-30
542888,FF,4,2026-03-30
542888,SI,3,2026-03-30
542888,ST,4,2026-03-30
547184,FF,7,2026-03-30
547184,SI,1,2026-03-30
547184,SL,3,2026-03-30
547184,ST,4,2026-03-30
548384,CH,1,2026-03-30
548384,FC,2,2026-03-30
548384,SI,4,2026-03-30
548384,ST,10,2026-03-30
573124,FC,4,2026-03-30
573124,SI,5,2026-03-30
573124,ST,5,2026-03-30
592836,CU,15,2026-03-30
592836,FC,20,2026-03-30
592836,FF,10,2026-03-30
592836,FS,26,2026-03-30
592836,SI,19,2026-03-30
592836,SL,9,2026-03-30
593974,CH,3,2026-03-30
593974,FF,1,2026-03-30
593974,SI,6,2026-03-30
593974,SL,4,2026-03-30
596001,CH,3,2026-03-30
596001,SI,2,2026-03-30
596001,ST,3,2026-03-30
605135,CH,7,2026-03-30
605135,CU,25,2026-03-30
605135,FC,13,2026-03-30
605135,FF,7,2026-03-30
605135,SI,44,2026-03-30
605135,ST,4,2026-03-30
605280,CH,18,2026-03-30
605280,CU,5,2026-03-30
605280,FC,14,2026-03-30
605280,SI,38,2026-03-30
605280,ST,15,2026-03-30
605452,FF,1,2026-03-30
605452,FS,10,2026-03-30
605452,SI,11,2026-03-30
605452,SL,4,2026-03-30
607067,CH,5,2026-03-30
607067,CU,2,2026-03-30
607067,FC,3,2026-03-30
607067,FF,17,2026-03-30
607067,SI,5,2026-03-30
607067,SL,8,2026-03-30
607067,ST,2,2026-03-30
607259,CH,21,2026-03-30
607259,CU,4,2026-03-30
607259,FC,19,2026-03-30
607259,FF,17,2026-03-30
607259,SI,17,2026-03-30
607259,SL,10,2026-03-30
607481,CU,3,2026-03-30
607481,FF,1,2026-03-30
607481,SI,2,2026-03-30
607481,ST,7,2026-03-30
608372,CU,3,2026-03-30
608372,FC,15,2026-03-30
608372,FF,22,2026-03-30
608372,FS,15,2026-03-30
608372,SI,11,2026-03-30
608372,SL,5,2026-03-30
608372,ST,1,2026-03-30
608650,CH,12,2026-03-30
608650,CU,4,2026-03-30
608650,FF,12,2026-03-30
608650,ST,6,2026-03-30
621111,CH,17,2026-03-30
621111,CU,13,2026-03-30
621111,FC,15,2026-03-30
621111,FF,11,2026-03-30
621111,SI,2,2026-03-30
621111,SL,12,2026-03-30
621111,ST,2,2026-03-30
621112,CH,2,2026-03-30
621112,CU,1,2026-03-30
621112,FC,10,2026-03-30
621112,SI,7,2026-03-30
621112,SL,2,2026-03-30
621121,CH,9,2026-03-30
621121,CU,20,2026-03-30
621121,FC,24,2026-03-30
621121,FF,8,2026-03-30
621121,SI,31,2026-03-30
621121,ST,4,2026-03-30
621237,FC,10,2026-03-30
621237,FF,1,2026-03-30
621237,SI,18,2026-03-30
622491,CH,2,2026-03-30
622491,FF,55,2026-03-30
622491,SI,6,2026-03-30
622491,SL,32,2026-03-30
623149,FF,8,2026-03-30
623149,ST,4,2026-03-30
623168,EP,18,2026-03-30
623168,FA,9,2026-03-30
623437,FC,5,2026-03-30
623437,SI,4,2026-03-30
623437,ST,1,2026-03-30
624133,CH,12,2026-03-30
624133,CU,9,2026-03-30
624133,FC,24,2026-03-30
624133,FF,10,2026-03-30
624133,SI,21,2026-03-30
628452,CH,2,2026-03-30
628452,FF,4,2026-03-30
628452,SI,1,2026-03-30
628452,SL,1,2026-03-30
640448,FF,2,2026-03-30
640448,FS,3,2026-03-30
641302,CH,5,2026-03-30
641302,FC,3,2026-03-30
641302,SI,2,2026-03-30
641312,CH,12,2026-03-30
641312,FF,7,2026-03-30
641312,SI,5,2026-03-30
641312,SL,10,2026-03-30
641312,ST,6,2026-03-30
641835,SI,13,2026-03-30
641835,SL,10,2026-03-30
642100,FF,5,2026-03-30
642100,SI,8,2026-03-30
642100,SL,3,2026-03-30
642207,CH,6,2026-03-30
642207,FF,6,2026-03-30
643377,CH,4,2026-03-30
643377,CU,3,2026-03-30
643377,FF,3,2026-03-30
643377,SI,2,2026-03-30
643377,ST,3,2026-03-30
643410,CU,1,2026-03-30
643410,FC,1,2026-03-30
643410,FF,2,2026-03-30
643410,FS,3,2026-03-30
643410,SL,1,2026-03-30
643511,SI,8,2026-03-30
643511,SL,2,2026-03-30
646241,CH,11,2026-03-30
646241,FC,5,2026-03-30
646241,FF,15,2026-03-30
646241,SI,4,2026-03-30
646241,SL,3,2026-03-30
647336,CH,3,2026-03-30
647336,FC,5,2026-03-30
647336,FF,30,2026-03-30
647336,SI,8,2026-03-30
647336,SV,43,2026-03-30
656222,CH,4,2026-03-30
656222,FC,4,2026-03-30
656222,FF,5,2026-03-30
656234,SI,12,2026-03-30
656234,ST,2,2026-03-30
656464,FF,6,2026-03-30
656464,SL,7,2026-03-30
656492,CH,11,2026-03-30
656492,CU,4,2026-03-30
656492,FC,29,2026-03-30
656492,FF,17,2026-03-30
656492,FS,8,2026-03-30
656492,SI,4,2026-03-30
656492,ST,13,2026-03-30
656730,CU,12,2026-03-30
656730,FF,8,2026-03-30
656794,CH,3,2026-03-30
656794,CU,1,2026-03-30
656794,FC,6,2026-03-30
656794,FF,6,2026-03-30
656794,SI,20,2026-03-30
656794,SV,15,2026-03-30
656848,CH,1,2026-03-30
656848,FF,6,2026-03-30
656848,SL,4,2026-03-30
656945,FF,11,2026-03-30
656945,SL,5,2026-03-30
657044,SI,9,2026-03-30
657044,SL,4,2026-03-30
657424,CH,2,2026-03-30
657424,FF,4,2026-03-30
657424,SL,9,2026-03-30
660825,SI,4,2026-03-30
660825,ST,2,2026-03-30
663158,CH,4,2026-03-30
663158,FC,4,2026-03-30
663158,FF,8,2026-03-30
663158,SI,2,2026-03-30
663436,CH,24,2026-03-30
663436,CU,9,2026-03-30
663436,FC,21,2026-03-30
663436,FF,20,2026-03-30
663436,SI,11,2026-03-30
663436,SL,7,2026-03-30
663460,CH,16,2026-03-30
663460,FF,27,2026-03-30
663460,SI,16,2026-03-30
663460,SL,5,2026-03-30
663460,ST,11,2026-03-30
663738,CH,2,2026-03-30
663738,SI,5,2026-03-30
663738,SL,2,2026-03-30
663855,SI,10,2026-03-30
663855,ST,3,2026-03-30
663893,CU,11,2026-03-30
663893,FF,5,2026-03-30
